Gene_ID,WT_0_01,WT_0_02,CP_0_04,CP_0_05,WT_05_07,WT_05_08,CP_05_11,CP_05_12,WT_1_13,WT_1_14,CP_1_16,CP_1_17,WT_2_20,CP_2_22,CP_2_23,WT_2_25,WT_4_16,CP_4_28
SPD_0240,2563,2131,1915,1784,4876,4217,4719,5115,2845,2300,1711,2183,2335,1757,1863,1656,884,2022
ccnA,265,230,316,219,548,580,590,337,339,358,280,455,324,264,241,267,110,292
ccnB,244,166,152,121,55,69,16,2,26,68,28,67,267,7,31,77,50,35
ruvB,7103,7031,4200,4364,6850,5107,7189,11180,3450,2776,2523,2976,2928,2587,2767,2926,1458,5029
SPD_0242,7711,6338,5677,5461,6119,5461,6471,6421,3392,3399,2740,3211,2905,2641,2563,3654,1760,4024
ccnD,828,588,774,696,288,433,419,217,224,475,239,351,406,225,155,453,243,387
uppS,22102,20395,12264,12618,18358,15158,22969,27729,10437,8338,9753,11088,11141,10876,11893,13253,5810,22706
cdsA,22351,19572,11472,11874,16347,13660,19238,26499,9807,7755,8893,9637,10120,9638,10697,12494,5901,19720
eep,37293,33335,20590,20606,33916,28350,40060,48706,19019,15494,16650,18631,16598,15287,18441,15660,7266,26127
proS,68653,63698,39868,40161,82839,68012,97827,129837,42275,35064,41233,47904,32977,30028,35873,21960,10567,36928
SPD_0247,3616,3385,2290,2170,3575,2918,2816,3823,2161,2069,1488,2018,2455,1696,2056,1755,1067,2253
glmS,45039,42528,20825,23215,37314,30300,37693,48471,23489,18737,12646,14910,18148,18632,23078,21865,8940,35041
SPD_0249,7828,7850,3511,3814,39358,32341,76313,109446,20795,16899,33582,40019,16240,13888,18099,8940,3649,16826
apuA,2342,2333,1215,1223,5707,5518,5939,5857,1831,1734,2157,2257,2064,1309,1534,1543,593,1629
rpsL,124206,116490,68000,63867,35557,32620,20533,19170,45741,40478,11519,13121,43410,41992,43933,52525,24301,77766
rpsG,152762,142998,70028,68546,46571,38930,25822,31253,50727,38764,13045,14851,46372,38626,50368,46957,21140,82171
fusA,410004,361976,234865,230640,249787,198516,195698,255530,192689,159569,87749,105498,176100,130756,162304,155155,70232,230734
polC,29307,26047,18995,19271,23744,19042,18826,24547,17769,14569,10434,12001,13108,12674,14516,14337,7247,22682
SPD_0255,3613,3072,2590,2502,5737,4887,8664,7217,2617,2423,2747,3029,2433,3047,2657,2617,1217,3701
SPD_0256,3869,3359,2824,2637,7015,5993,10912,10072,3070,2952,3268,3774,3284,3546,3388,2932,1425,4282
SPD_0257,2270,1961,1838,1641,4087,3842,6410,5039,1732,2082,2012,2360,1989,2205,1812,1998,885,2467
pepS,17980,18233,11209,11674,36921,28268,51643,75411,17243,14202,15290,17284,14681,14377,17181,11124,4784,20805
SPD_0259,5451,5035,3883,4038,11248,8926,14117,19144,6006,5460,5306,5787,4999,5017,4946,3682,1801,5150
rsuA-1,3293,3148,2135,2164,3847,2988,4780,6304,2200,1859,1828,2079,1576,1896,1983,1836,824,3001
pepC,53729,48756,46870,47380,57364,46099,54287,74259,44041,34768,29834,35299,40171,35567,39082,39743,16954,50842
manN,112025,92800,97284,93002,126642,111246,100457,109157,70702,62021,36919,43707,50065,31587,36248,37520,17758,42506
manM,42420,40195,30525,30771,53191,41291,36733,58575,28037,22669,12463,13736,20255,12297,16600,16253,7717,22869
manL,51827,44827,38585,38301,74203,61194,51655,59572,42092,36557,19234,21706,36393,25056,29461,37962,17763,50956
adhA,8094,7664,6434,6822,5611,4750,9068,12819,3925,2649,3590,4118,3196,2892,3652,3440,2427,3292
SPD_0266,6726,5989,5584,5486,9943,10537,16463,12952,5735,5264,5934,6623,4281,4912,5358,4098,1658,4845
SPD_0267,95390,77291,220226,213391,167253,131442,132315,139851,124059,103972,36362,45216,102211,48287,58107,96872,42543,76982
SPD_0268,24066,19207,42999,41073,22939,19059,22175,21382,22294,18699,8337,10070,19341,11640,13391,12759,6101,12707
sulA,15349,13815,18997,18766,19504,15027,21474,30400,16287,12364,9212,10692,12257,9785,12080,8210,3330,12443
sulB,20738,18524,21793,22420,19339,14834,22180,33748,14869,11550,8381,9611,12233,7878,10787,7239,2843,10636
sulC,11139,10089,10977,11130,9252,7564,11041,13862,6916,5719,4252,5008,5550,3867,4947,3169,1360,4687
sulD,16193,14560,15107,16630,15244,11800,17974,24868,11194,9482,7025,8364,9126,5807,7589,4877,1961,6935
SPD_0273,3265,2898,1803,1770,5418,6755,11731,6747,2709,2963,3886,3967,2722,2914,3089,3710,1606,4120
rplM,125072,113002,55953,53026,49453,45095,26799,24389,54630,45317,16427,17274,54435,58350,60482,88034,40300,135792
rpsI,78187,80726,30650,31242,34121,28773,17540,22845,30860,23602,8649,9510,29846,27413,35685,42055,18698,76177
SPD_0276,2,1,0,7,2,6,2,8,5,6,1,13,8,9,11,13,11,4
celA,640,559,529,442,459,389,532,524,217,215,173,257,261,171,236,239,141,146
SPD_0278,50,39,34,25,22,14,46,51,13,30,6,20,35,10,21,27,15,11
celB,196,189,77,104,100,82,134,107,55,55,68,80,88,44,42,102,55,41
bglG,1038,954,702,643,3253,2958,4543,4028,1678,1608,2235,2935,2445,1611,1373,1415,675,1093
celC,126,97,74,92,562,545,830,698,305,302,533,552,361,289,256,151,59,172
SPD_0282,209,155,140,156,1149,1074,1951,1547,556,755,1027,1284,887,687,617,372,212,376
celD,319,341,327,283,3829,3407,5518,6553,2281,2016,2952,3519,2644,2330,2250,690,406,1122
SPD_0284,4846,4144,4503,4028,5309,5136,7803,6367,2582,2164,2485,3127,2170,2552,2174,3216,1333,3410
trn0157,1696,1112,1056,643,1735,1258,2354,2039,660,622,835,1147,1112,556,636,671,329,1196
SPD_0285,18594,15191,14699,13261,31242,27600,39122,37598,18522,17003,18892,23395,14510,15254,13822,11510,5607,14051
F11,1281,1008,1004,850,2157,2173,2866,2500,1276,1196,1450,2021,972,1101,1136,632,338,969
SPD_0286,544,463,427,466,5185,4294,6486,7797,3992,3315,4913,5607,3344,3607,4223,2796,1178,4470
SPD_0287,1752,1498,842,785,900,720,1115,1277,546,605,693,847,462,496,637,191,129,428
SPD_0288,17,16,19,19,31,16,34,12,7,8,8,17,6,9,23,26,16,28
eda,142,145,133,112,245,253,359,402,106,117,141,176,80,98,154,44,20,93
SPD_0290,161,194,198,167,444,387,513,614,196,212,231,320,99,168,205,74,83,115
SPD_0291,106,85,127,103,261,227,299,331,112,127,154,199,79,64,129,62,18,66
SPD_0292,92,115,100,98,207,175,288,342,106,103,145,118,73,74,127,39,25,85
SPD_0293,38,29,12,18,38,35,47,35,24,12,34,32,18,32,17,4,7,16
SPD_0294,105,72,44,39,135,108,101,133,44,84,85,58,68,36,85,92,32,51
SPD_0295,45,43,26,14,74,50,66,71,31,31,31,65,20,26,23,2,8,15
SPD_0296,50,60,25,24,95,90,79,124,50,80,36,63,26,32,45,32,30,27
SPD_0297,89,88,45,51,173,144,141,179,80,78,73,101,75,52,74,24,34,45
yajC-1,18,30,11,17,60,41,46,36,26,39,21,20,14,37,39,5,1,13
SPD_0300,67,52,43,29,63,64,52,54,33,56,45,43,41,25,70,29,3,34
regR,13916,11983,11306,10676,41500,34619,49176,52142,19537,17196,17864,21452,16595,13162,13381,16135,7635,17027
SPD_0302,1450,1288,1048,930,2474,2630,4175,3106,862,823,1615,1911,1300,1135,1174,647,339,840
SPD_0303,618,534,334,297,1061,979,1743,1400,281,380,530,749,423,434,504,220,105,435
mraW,11823,10805,6503,6801,7939,7017,7254,8295,6155,5114,3384,3925,5594,5699,6414,7383,3599,11296
ftsL,3890,3350,2495,2368,2671,2572,2235,1774,2146,1897,1114,1407,1969,1952,1834,3168,1439,3572
pbpX,38562,34572,21078,22449,28730,23367,23552,27228,19070,15856,10188,12107,15418,12080,15891,18403,8307,27173
mraY,17909,15344,10578,10668,11522,9466,9382,11346,7264,7001,4869,5298,5599,4201,4911,5633,2612,7566
clpL,22849,28221,21336,23268,23032,19450,11178,10502,8765,25806,5359,16427,36572,2185,5395,16465,11749,26244
luxS,6848,5982,5214,5411,8719,7105,9859,11163,4289,3269,2453,2748,3200,2857,3447,4665,2262,6140
SPD_0310,30659,27333,22909,22716,32169,27326,37330,42489,16709,13904,14982,15649,13930,15096,18833,17682,7223,24056
dexB,27189,24483,16698,17450,42207,35860,35864,42665,15201,14277,13554,17380,13732,10784,11500,10688,5133,16211
SPD_0313,690,602,462,536,1240,1198,1238,1187,612,790,595,932,556,574,492,285,185,510
SPD_0312,473,373,213,230,621,531,778,737,441,377,437,425,342,406,413,212,96,454
SPD_0314,120,114,80,70,219,260,284,251,180,275,243,222,143,221,190,175,66,177
cps2A,223174,176365,100782,99311,135247,123760,221456,224509,94164,79717,110908,125737,86340,120966,133433,64194,29864,132307
cps2B,95948,77286,38111,39521,47425,41110,71244,78595,33465,26421,35025,36597,28852,36702,44832,18418,8110,42884
cps2C,83825,69217,32390,32531,45707,38021,63643,75236,33349,24753,30892,33598,26947,29571,37817,15582,7315,33608
cps2D,89901,69925,37958,36270,56146,49131,73936,74548,44280,36124,42210,44966,33492,35225,38683,20268,9187,34028
cps2E,175856,128053,4066,3571,114663,100663,10179,7810,92787,77202,6819,7233,67918,4822,3602,41082,20164,3595
cps2T,123160,88639,125054,118344,74106,64459,438652,448648,62265,48918,200129,223684,43037,131388,155351,24812,10970,124184
cps2F,121633,81494,140583,121390,61854,59739,415923,327828,56598,52772,219946,246164,40459,141734,133379,29141,12623,106400
cps2G,139900,93674,162841,140159,56191,52694,325189,257557,52705,45749,163193,191350,34467,121788,117740,27810,12627,94219
csp2H,134643,86227,146526,108959,35971,32054,164555,140359,38132,31863,97286,114599,25398,72458,79619,22264,10518,70051
cps2I,125761,78723,150661,118258,25747,23819,90669,69097,37184,33314,70429,87060,24792,62406,63660,24781,11169,61400
cps2J,116704,71646,114898,83688,19679,17441,52349,46655,28390,25985,53585,65681,21226,44553,49759,20272,9730,55420
cps2K,135606,94221,140792,124876,22868,19641,57651,58734,36593,31211,61675,68430,22452,53682,60043,24435,10494,64640
cps2P,79729,55575,81310,72151,11991,10882,30558,30237,19029,17157,32788,38057,11566,28887,30677,12907,5534,35103
cps2L,91887,71376,86322,80178,15367,12283,35179,44356,22875,18630,36474,39921,12555,31218,36404,14245,5994,41070
rfbC,60716,47890,55819,53668,9605,7895,21665,27847,15420,12720,23084,26445,8453,20524,23925,8818,4012,25896
rfbB,127443,103396,121836,118837,19813,15580,41322,53769,32567,26096,44345,50058,17058,41195,48539,20347,8435,58040
rfbD,50997,41488,49146,47317,8446,7446,15802,19416,14300,11903,19349,22844,8695,19357,22959,9388,3544,26483
SPD_0332,58075,47506,58401,55166,8681,7511,15870,19279,15243,12012,20240,23893,8950,20508,24263,9643,4270,28819
SPD_0333,14361,10834,15807,14086,1857,1789,3317,3054,3619,3595,4906,6039,2252,5124,5289,2367,1101,6718
aliA,53254,45149,32271,30737,332160,277419,236520,257447,180670,149865,138131,175389,165105,147229,152182,78312,32091,106086
SPD_0335,984,902,603,663,3346,2755,2688,3155,1752,1525,1375,1826,1820,1320,1582,860,353,1139
pbp1A,67985,67250,41013,41154,59070,56362,71342,69588,26403,25601,21867,24412,23752,19180,23616,30952,13724,42890
recU,32796,29587,27047,26084,20967,21055,23999,18895,11775,12632,10622,11557,12263,14356,12609,22177,10005,29414
SPD_0338,986,885,556,529,1227,1143,1211,1263,986,1047,691,764,699,847,745,723,285,777
gpsB,7454,6674,5133,5150,21040,19862,27109,21864,11740,10783,9730,10895,9364,10437,9733,9567,4182,12325
rnpB,241309,320166,254860,267405,256132,392426,546536,181665,404704,343270,288773,298634,265347,507657,547178,422495,223191,873024
SPD_0341,17088,15241,10623,11072,17797,14295,14406,18295,12274,10336,6288,7077,11244,10281,11807,11104,5085,19392
SPD_0342,32030,27752,20661,20741,36567,29972,29145,31869,23694,20724,13811,16725,23146,17446,19721,17291,8273,28892
gnd,79684,70096,56624,55886,138377,109955,160228,207711,80272,62592,54557,66450,69400,52263,65501,62641,27529,88337
SPD_0344,52067,45209,39817,39461,82982,67939,105745,132789,47893,40090,37474,44525,38861,29796,35274,30426,13962,42458
cbpC,13912,11880,9574,9133,21447,18890,22483,23186,13510,12287,7168,9276,12359,8647,8391,12219,5957,13973
mvk,3988,3644,2382,2404,2282,1888,2267,2958,2044,1574,866,1021,1748,1504,1790,2455,1233,3567
mvaD,8830,7541,5517,5645,4309,3498,3591,4541,3629,2804,1644,1859,3100,2536,2932,4649,1991,6020
mvaK2,13004,11411,8630,9170,5010,4027,3487,4733,4282,3740,2100,2398,3514,2798,3317,4916,2230,7241
fni,13766,12030,8239,9102,3725,3054,2617,3680,3632,2887,1618,1786,2986,2067,2508,3374,1668,5400
SPD_0350,5394,4683,4043,4069,2405,1966,3258,3067,2322,2047,1683,2111,2512,2505,2651,2890,1206,3607
SPD_0351,5314,4915,3804,3793,2429,2038,3132,3571,2379,2003,1561,1854,2360,2378,2671,2422,1052,3331
SPD_0352,2101,1892,1309,1349,1045,862,1182,1755,1001,694,434,542,874,773,916,704,353,1295
SPD_0353,3541,2970,2370,2475,1778,1563,2337,1960,1627,1368,1139,1392,1784,1419,1594,1405,689,2259
SPD_0355,1888,1516,1312,1246,2936,2724,5012,3702,1904,2008,2306,3014,1820,2407,1864,1407,800,2220
cbpG,4372,3903,2874,2761,7272,6613,12814,11975,4597,3663,5012,6295,4408,4531,4558,2575,1360,4693
cbpF,8928,7677,5017,5161,16791,13713,28665,34334,9723,8270,10351,12761,8496,8846,9595,4699,2234,8436
SPD_0358,88,50,50,29,46,49,54,42,35,58,12,17,51,45,62,62,33,74
SPD_0359,0,0,1,0,0,1,0,1,2,0,0,0,0,2,0,0,4,5
mtlA,129,118,180,166,92,112,128,139,66,75,81,75,98,42,93,57,43,58
SPD_0361,75,78,101,74,64,58,61,71,35,76,22,77,33,43,74,58,29,43
mtlA2,9,7,18,19,14,27,15,16,10,11,10,8,10,12,23,5,23,11
SPD_0363,24,27,49,30,28,46,28,44,26,15,20,19,22,21,49,17,26,29
SPD_0364,2,5,4,2,2,1,4,2,1,5,5,3,0,3,11,1,1,2
tig,244482,209237,164157,157648,120681,112741,141797,150123,105284,86046,60500,72706,91474,73420,76912,116285,50492,136198
SPD_0366,10805,10567,5430,5814,7851,6943,6619,7252,5409,5330,4131,4874,5741,4960,6771,5354,2754,11478
lepB,15006,14389,8390,8493,11984,10886,11258,12490,6832,5759,4764,5286,5962,6324,7085,7464,3165,11474
rnhC,19546,17811,11060,11306,12953,11453,12770,13410,8278,6916,5508,5987,7773,9001,9786,8782,3823,15252
SPD_0369,10951,9297,7818,7440,11603,10742,12348,10771,6988,6319,4248,5670,7312,6572,5549,10035,4390,11650
SPD_0370,18879,16892,11026,11057,20946,15871,20976,29632,10847,9025,6637,8154,11062,8634,9892,12448,5906,17302
SPD_0371,42958,40720,22784,23221,22210,18152,16022,20960,14129,12712,6792,8004,15392,11273,13763,15346,7961,28496
SPD_0372,7407,7418,3043,3235,9675,7717,17793,24369,6521,5887,5001,5599,3908,4645,6268,4424,2132,5317
SPD_0373,1369,1463,730,864,12849,12869,8984,8333,8870,10049,4942,6501,13548,7247,7410,10548,5915,11258
SPD_0374,6684,5603,4158,4119,5064,4566,6571,6599,3246,3002,2861,3209,3455,3018,3160,4262,1936,4859
serS,30647,31188,18170,18485,225245,186429,263324,326725,74320,68455,81825,96170,57034,49258,55271,19432,8535,29988
SPD_0376,4514,4130,3139,3263,17312,15262,23884,25634,10006,9742,10210,11549,8983,7140,8292,4585,2161,6200
SPD_0377,11683,10855,7255,7284,50841,42950,66139,76699,28344,25357,25114,29036,25315,20908,25884,15812,7485,23089
phaB,115554,93185,72507,70011,5291,4949,3593,4243,4755,4024,1465,1869,3413,2539,2587,3586,1820,4254
SPD_0379,173863,147668,111292,107607,45500,41584,38626,44002,27216,22976,11356,14640,21240,19358,20189,19929,9963,42987
fabH,322896,275666,178341,178125,81397,67512,69068,96287,43611,33734,18040,23211,32156,27619,31436,26675,12697,56436
acpP,139816,121292,108854,103748,50945,96665,71953,28672,35869,39998,12034,15268,18819,17364,15463,28214,15860,24950
fabK,75812,66099,43709,43256,13553,12161,10855,14044,8061,7479,3255,3754,6960,4626,4819,4899,2643,8772
fabD,112474,97872,59638,60453,19607,16875,16347,24177,10788,9017,4092,5463,9291,4997,6162,5162,2773,10541
fabG1,126220,104802,71449,69714,21764,20187,18246,23213,12633,11428,4620,6151,11161,5671,6545,6295,3138,10403
fabF,258655,217672,138634,136996,54643,48240,50888,70871,29377,25594,11429,14380,25765,12695,14948,12403,6063,21880
accB,94253,81697,52272,50622,22118,19470,20685,28670,10813,10157,4727,6079,9731,4602,5534,4588,2313,7975
fabZ,80206,68238,36738,36456,16798,14282,15759,23799,8298,6687,3012,4092,6820,3180,4580,3047,1410,6259
accC,267146,229878,128979,128469,53008,47200,45688,66543,27934,24936,10591,14035,21536,10801,13291,10913,5553,21577
accD,190333,163905,87212,87778,33944,30119,29828,41965,17826,15599,6382,8460,14024,6536,8269,7659,3466,13984
accA,121758,110945,58410,58578,20712,18265,16649,26955,11436,10315,3809,5074,8225,4029,4441,4835,2535,9639
SPD_0391,4292,3322,1884,1904,357,341,284,291,1166,524,1739,1190,8916,23475,15853,19338,8794,45819
SPD_0392,6549,5312,2818,2575,570,481,587,538,2164,774,3280,2431,17658,38140,35500,36405,16098,89148
nusB,34469,32971,22980,23533,44480,36966,60522,79923,26393,22076,22484,26064,23333,17318,21966,16510,7341,23532
SPD_0394,29101,25073,18384,17853,35862,29582,46685,59825,21851,17256,16458,20413,19266,14455,17970,14930,6253,21564
efp,44300,36725,29674,29000,52438,45060,64237,71591,35085,30447,25751,32971,32003,29285,30050,32281,14553,40960
gatB,28059,26299,19449,20042,36352,29404,50808,63640,20270,17331,18613,21002,17120,15181,19298,12549,5721,21669
gatA,19970,17909,13270,13108,24814,20202,30943,41853,15152,12139,11397,12865,13583,10904,15018,13644,6092,21030
gatC,1828,1790,1112,1155,2320,1898,2491,3230,1570,1341,975,984,1370,1458,1545,1776,866,2572
prfC,52514,50495,35851,36571,51957,42048,63014,84729,29099,25406,22098,26235,28239,23459,27539,31367,14372,45440
SPD_0400,20671,17872,15941,14772,19922,19032,25274,23039,11551,11758,10833,12989,10934,9852,8573,10184,5431,13475
rpmB,61744,62439,36840,33039,14615,30424,24635,13023,19978,23988,11427,12652,13803,37988,28480,57643,28094,64229
SPD_0402,14862,12160,9687,9879,15795,14246,19357,18865,9207,7780,7009,8739,7510,8220,7591,7451,3288,11030
SPD_0403,127115,113988,82886,84789,126013,98381,153165,206800,70699,55468,48396,58233,58216,47639,55166,48187,21046,71048
ilvB,13826,11547,7235,7238,94736,71890,64489,84059,60447,43171,35677,39262,41358,38072,45312,22318,9047,30509
ilvH,4527,3801,2388,2422,27820,21542,16948,20928,18285,13791,10010,11183,12325,9478,11787,7527,3122,7950
ilvC,13427,11321,8082,7515,96535,79727,65567,70596,64174,50418,38198,43550,40180,34997,38171,27084,10623,25189
SPD_0407,4858,3527,3021,2787,31285,27991,23069,19074,22827,19631,14946,17231,13604,12757,12267,10661,4388,8761
SPD_0408,6524,4807,4395,3880,37783,33444,27871,22770,29598,26212,19786,23585,17003,17792,15163,15137,6354,10924
ilvA,8176,6616,4127,4056,11161,9251,5110,5086,10353,8216,5034,5257,8111,7247,7914,6021,2546,6857
SPD_0410,16946,15898,12407,11085,37647,52022,68878,21039,38827,40945,30778,34593,24774,38684,31729,39045,19123,38638
SPD_0411,4017,3793,2800,2697,15361,14971,25027,25279,9479,9800,10429,11638,8253,6345,8079,3468,1458,5275
glnP1,5716,5223,3818,3752,23103,20880,31913,32871,15727,13802,13403,14914,13445,10442,13736,7814,3524,10218
SPD_0414,17857,14740,9665,9293,33651,27278,35131,41376,20056,17662,19983,22422,19522,15839,16285,12317,5860,16499
SPD_0413,9,27,24,15,6,9,6,10,30,5,1,7,3,17,5,3,6,9
SPD_0415,58,70,61,50,18,20,31,44,139,29,21,18,21,79,47,13,14,47
SPD_0416,141,127,71,66,65,57,118,64,88,35,37,46,43,53,42,48,25,53
bacA,43294,39039,21849,22159,45296,39334,52977,63959,28630,24977,26405,29938,20981,23398,24677,12920,6194,22724
SPD_0418,646,619,355,364,371,345,552,527,433,343,453,517,258,397,445,162,78,503
dinP,1606,1392,1652,1608,1915,1898,1727,1701,2831,2614,1134,1090,2003,1984,1990,2975,1395,3712
pflB,194381,178528,245912,240433,902513,730193,1556779,1942803,501335,415092,716037,875398,303615,404773,479984,168168,69706,261525
SPD_0421,2075,1643,866,735,4518,3998,3467,2832,3577,3536,1887,2202,3374,2229,2225,3183,1568,2700
SPD_0422,1997,1534,799,758,4854,4751,3983,2960,3801,4378,2254,2859,3859,2470,2175,3044,1702,2539
SPD_0423,3016,2522,2258,2035,6562,6865,6417,4600,4534,4714,4120,4656,4529,4012,3880,4278,1828,4324
SPD_0424,22,31,15,16,217,162,105,120,153,221,127,204,145,71,130,30,27,59
SPD_0425,193,116,66,79,455,436,319,286,303,422,321,467,421,247,254,128,67,168
lacF-1,38,24,13,20,80,87,41,45,36,93,49,102,60,58,48,23,11,26
lacG-1,190,119,91,66,368,328,177,198,240,254,230,292,300,191,272,127,85,137
lacE-1,358,256,163,172,486,429,285,309,350,339,286,364,420,318,330,202,66,284
trkG,15469,13659,9842,9410,9026,8129,9543,10344,6239,5119,3208,3406,3781,3304,4616,3483,1653,4759
trkA,11366,10343,7789,7918,11440,10392,14417,15609,6912,5615,5025,5544,5049,5200,6036,4749,1971,6610
SPD_0431,4209,3668,2288,2201,4782,3911,5892,7907,2830,2320,1983,2309,2609,1940,2343,2089,966,3253
SPD_0432,3134,2879,1966,1915,4511,3802,5515,7460,2704,2401,1982,2296,2253,1817,1831,1685,963,2221
SPD_0433,1173,987,766,617,1241,1153,1785,2006,817,729,534,725,688,516,637,517,253,662
SPD_0434,13448,11904,8327,8485,12089,9719,14894,17719,9190,7874,6235,7669,6993,6374,7361,6277,2946,9435
SPD_0435,7407,6258,4582,4672,6028,5178,7921,9236,5129,4509,3534,4414,3453,3335,3893,3560,1613,5011
SPD_0436,1087,1030,554,528,444,461,486,586,422,398,226,294,346,290,322,483,170,579
SN10,11650,10418,8816,8837,16452,14944,19920,19133,9132,7271,6899,7340,6978,7004,6947,13312,6112,14326
SPD_0437,40298,35129,26452,24977,52041,45164,63143,70154,23852,20445,19051,22389,21228,17380,19355,32227,14514,36594
